comment,identity_attack,insult,obscene,severe_toxicity,sexual_explicit,threat,toxicity
"Rus mənim qardaşım ola bilməz, amma terör təşkilatı və nasizm arasında olan əlaqəni deyə bilərsiz?",1.0,0.0,0.0,0.0,0.0,0.0,1.0
Tərbiyəsiz videodu,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Dunyada yahudileri siksun nesluvu,1.0,1.0,1.0,1.0,1.0,0.0,1.0
orda heyat geride qalıb normaldı,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qırmızı. Bazar dostluğu pozar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eger irana düşmen olanlara islama düşmen olaraq baxırsansa düz yolda deilsen ,",0.0,1.0,0.0,0.0,0.0,0.0,1.0
Brat s** deyile. Qiz dodağin zad dişdiyir,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saatlada bolde gunortadan sonra danis ama seher 5 den taki ayaga qalxana qeder blokla itir ele bil bele adamlar olmayib),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Kimin bacsıdı yazın mənə şəxsidə,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Ele tiktoketlerde geri qalmirlar tutulmali olanlardan,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bu cür siyasi gediş olmur bu birbaşa zərbədi ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mən səs esitdim gormedim ama,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biri deyir bitdi biri deyir müharibə. Bu ölkələrdə kişi yoxdu? Sözü keçən zad,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ele nifret edirem ordan ele.bilirem her yer sehraligdi orda yasillig binalar yoxdu,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Normal insan bunu etməz,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ola bilər ama yenədə texnalogiya inkişaf baxımınnan yaponlar çinlilər bizdən öndədi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TV lər özlərini çoxdan buraxıb səviyyəsizxanadır,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ona göre sevdalısı deyirəmde))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Səsli danışıb oturub işiyənlərinin qeyrətinin şəklin atıb varyoxun söydürüb arvadın siktirib şəxsiyyətin alçaltmaq istəyən PEYSƏRLƏR yazsın şəxsiyə,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Amin deyenler internetləei kəsilsin),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Öz fikrindi öz fikrindi artığ danışma onda,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Heçnə qız müdürü pişiyə oxsatdığı üçün belə döyülüb,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Bulardan çox mən həycanlıyam,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bekarciligin uzu qara olsun,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bizi vaxtında satan şərəfsiz Özal,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Qoz kimi sən necəsən abi,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"Oda həmişə ac olurdu, Ləvəngi deyib əsəb edirdik. Sonra adı Ləvəngi qaldı elə ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qardaş sinəmə mən vururam ağrısın sən niyə çəkirsənki?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sözdə Rusiya da Amerika ilə düşməndi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Təzyiq verir,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kopolunun mossadı it kimidi,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Ay Allah sen uzaq ele,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buyur sen meslehet ver,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doğrudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Men ing dili ele pis deyil ama tam bilmrem, basqa dillere maragim var ama ingi bilmirem deye kece biımirem olara",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bağlayında,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ФИКИР ЕТМЕЙИН ДЕРД ГЕМ ЧЕКМЕЙИН ХЕР ШЕЙ ЙАХШЫ ОЛАЖАГ УШАГ ПУЛУ ВЕРИЛЕЖЕК,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bütün bunlar, Allah tarafından belirlenmiş hükümlerdir. Artık kim Allah'ın emir ve yasaklarına gereken saygıyı gösterir, onları yüceltirse bu, Rabbinin katında onun için bütünüyle hayırdır. Haram olduğu daha önce bildirilenlerin dışındaki hayvanların eti size helâl kılınmıştır. Burda Musiqiyə aid heçnı yoxdu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adı üstünde suryalı ereblerden ne vaxt xeyir gelib ki,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Alçaq Netanyahu bir növ qardaşının qisasını alır,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ne eceb))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ay varyoxuva basım deyirəm mın heç kimə bir kəlmə yazmamışam bax məni niyə çıxarmalısan?,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Ərdoğan islamcıdı,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoo ermeni ovuna gedib))),1.0,0.0,0.0,0.0,0.0,0.0,1.0
Görün rus sülhməramlıları necə təhlükəlidir.,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Gs 0:1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Sen menim yazdigimi haranla oxuyursan,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Xeber elede ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xetselenmezde day ordaki ickilerden aci heresinden bir qurtum vurur day hara xestelenir))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qələt elədik bir söz yazdıx,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Yahudiler harda yasiyir ora bolluq ve varliq icinde olur. Arablar hara gedir orani pis gune qoyullar,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Salam mene yaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qara yere sözüm seni,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ALLAH insani yaradib qaqa muselman hemise qabagda olub here oz dinine hormet edir qaldiki nagil kerimi quranda ne varsa hersey dogrudu onu demek isteyirem,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Talışlar ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men pul qazanmax ucun burda dolemdana onunda sa dexlisi yoxdu sen get biraz manitor dalinda neter daniwmax lazimdi onu orgen bele borz olmax yaxwi wey dolu,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Röya kaş ölərdi,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Tahir bunu gətirsin,söz verirəm birdə tahir villa deməyəcəm ona",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oy blaaa,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Alçaqqq,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Mert hakan a cox volya veribler ona gore gah baw mewqciye ele hereket edir soyuw soyur oyunda hakimi tehqir edir ismail kartala hormetsizlik edir deyiwikliklerde,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Azerkes olmaq yaxsidi ama durub dava etmek neye lazimdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Verilməyib ki hələ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Siravi yerlərdə öz aralarında nə dildə danışırlar danışsınlar.buna heç kim etiraz edə bilməz.sadəcə mən mağaza əməkdaşıyam,müştəri isə rus millətindəndir,amma o da mənim kimi Azərbaycan vətəndaşıdır.amma o mənimlə dövlət dilində danışmaq istəmir, özünə ayıb bilir.öz dillərini yeritmək istəyirlər.təbiiki hamısına şamil etmirəm.amma gün ərzində 40-50 rus millətindən müştəriləri qəbul edən biri kimi deyirəm bunu sizə.hələ öz millətimizdən olanları demirəm.onlar ayrı bir dərt))",1.0,0.0,0.0,0.0,0.0,0.0,1.0
Etmeyin elemeyin ayıbdı,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Söpətə bu dəyqə belə baxıram,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koftasi yupkasi kalkotkasi flan spermali qiz sekilleri kim atar ? Baxanda esirem aglimi itirirem,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Demedim varlisan dedim xalasan!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Öldür hamisini,0.0,0.0,0.0,1.0,0.0,1.0,1.0
he eee ite tok,0.0,1.0,1.0,0.0,0.0,0.0,1.0
boş boş danışırlar yenəə,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ömürlük verilsin yada verilməsin... Bu qoca kaftar onsuz içərdə gəbərib gedəcəkdə...,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bunların xəmirləri belə yoğrulub millət arasında caxnaşma yaysınlar,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Pul olmayandan sonra sevgi lazım deyil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Həmdə türklərinin düşmənidi.Bunu başa düşməmək üçün erməni olmaq lazımdı,1.0,1.0,0.0,0.0,0.0,0.0,1.0
şərəfsiz hele deyir he menem,0.0,1.0,0.0,0.0,0.0,0.0,1.0
TRUPM UJE QATIXLIYIRSAN DÜNƏNNƏNDİ TƏRƏFUVİ TUTURAM DAY QATIXLAMA,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Okuşun üzü gülür,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mən əvvəl ele bilirdim onda nəsə çatışmamazlıg var),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mən demirəm Ukrayna dağıdır mən deyirəm ki InşaAllah Allahın izni ilə möcüzə olar Ukrayna məhv edər Rusiyanı Sən deyəsən yuxulu olmusan yazanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onun tərəfini tutanda qeyrət olmaz,0.0,1.0,0.0,0.0,0.0,0.0,1.0
AZ QALDI AZZ QALDDDIIIIII,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hec neden oz yoluyla geden gunahsiz 3 neferin heyatina son qoydu.Umumiyyetle kamaz woferlerinin 80 faizi ewwek kimi surur.O yagiwli yaw yolda o suretle gelmeyine gore ele omurluk hebs duwur ona.Gunduz vaxti ise wehere giriwleri qadagandi bunlarin duzdu,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Aciq danişaq ki turkiyede de bele mohtesem deyer verilmir sehide qaziye,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onu müəlliməniz öyrədə bilmiyib bundan sora çətin,0.0,1.0,0.0,0.0,0.0,0.0,1.0
etikdən kənar çıxmıram ama sən niyə? narahatsan belə,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Sorada deyir xalqima xiddemet edirem,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Vurun bu izraili,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Var qeyrətin,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bir olub bir dirilər))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hedee ele onun lezzetide oduki bulanigdi deye tam baxa bilmirik bize sadece hemise maraqli gelir ele maraqli olaragda qalir,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hee 100 % belkede yazigin butun orqanlari zedelenib uje,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Sizlə müzakirə etməyə deymez saxta insan .,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Məndə derem bu kimdi bele tezedi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ne qədər bekar adam vare dünya çempionatı nedi ne marağı görürsünüz onda‍,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Rehmetliyi o dunyada esgerliyde olure 6- bazar goruse gelirlere valideyinler indi oda bunu goruse cagirib bu and icenden sonra qiz getse haminin cani qurtaracag getmesede nece nece rehmetlikler olacag))),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bu artiq camaati kankret dolamağdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pesiler yazsınnn,0.0,0.0,1.0,0.0,0.0,0.0,1.0
 caan cann Allah rəhmət eləsin hər birin off nə ağırdı,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeyib kökelmiyenlere paxılığım tutur ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qapıçı aş süzən idi elə bil‍‍,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Shikesaray ,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Buraxmasalar onda lap pis yerə gedəcək vəziyyət,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xaiş edirəm propaqanda yayıb. Orta statistik azərbaycanlı düşüncəsinə müdaxilə etməyin.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hayıf lan bunca yıl emeğime,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Qısası çox pis olacaq betər olacaqlar kökləri kəsilsin,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Yaxsiyam neyniyirsen?),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Əşi getsin qirilsin beleleri bizə yaxşıdı ,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bah),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Raket olmağına raketdi, amma saat fərqi düz gəlmire nəsə, onda bu fırlanıb gəlib biz tərəfə",0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGBT terror siyahısına daxil etdi və Rusiyada Terror oldu başqa müəmmalı hadise,1.0,0.0,0.0,0.0,0.0,0.0,1.0
At qa,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Ayy tobə nə vaxt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bizdə analarimizin yanina bu vaxti getsək deyecek basin xarab olub get yat,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Salam, olan gruplar var mafiya, mən yoxam hal hazırda hec birinde",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hecnə eyy ziblə qalsın ‍️,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Yaşasaq əgər ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nə diyrsən dədə? Qəşəy qəşəy yaz diyəcəm ağzva gələni yazrsan başa düşmək olmuree,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Biz saqalati gizlin yeyerik eybi yoxdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ne deye bilerki muharibedi bize kimse nese deye bilmisdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bu videoya nece baxa bilerem kimdese varmi?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Şeytan sensenki şeytanin adjn vekrsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaa,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Yaralanıb?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abi mənə ştuçnu verdə,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ON 1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiktoku baxlamasalar mümkünsüzdü,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayarlardan belke nese deyisib,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"yoxe məni niyə səhv anlayırsan? Ya public tərəfdən cavab verirsən? Əgər bu xəbər paylaşılıbsa, buna istinad, mənbə olmaldır.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedofil uşaqlarla cinsi əlaqə saxlayanlara deyilir .,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Xeyr İsrailə aiddir,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erməni duscəsi sizdədi ki biz illərlə ermənilərlə muharibə aparmisig və onnar bizim muqəddəs məkanlarimizda donuz saxlayiblar bunu prezident dunya mətuatina deyib. bizim muqəddəs ibadət etdiyimiz yerlərə. Allahin evinə donuz salanmi erməni dusuncədədi yoxsa yoxsa o donuzu ora saldiglarina gorə erməniyə dusmən kəsilən dinin numayəndəsimi ermənidi.,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Yaşasın cici bəbə,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yazıx biz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ağlıma salma onuda edəcəm,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Pesi kanali kimdr var atsn,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Videolara baxanda adam dəhşətə gəlir,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edam olunsun kimlər edibsə,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Kaş senin kimi insaflı müellimeler birazda çox olsun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tacikistanda Novruz bayramında terror aktları planlaşdıran 15 nəfər həbs edilib,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"çoxsu stres, darıxmaq, səbirsizlik indi qabağ ki kimi deyil dedafweniya zad yoxdu çox yerde",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mən bir dəfə siz deyen kimi etdim çıxardım lövhəyə durub mənə tarix danisdiəsəbləşdim 2 yazmışdım. Sonra peşman oldum,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"12-sindən sıxıram kütləli səhifələri hələ də quruyub )) Amma tramp, azərin bozqurd, ərdoğan bağırsaqqurdu və sair məsələlər aktualdır səhifədə. Rəhmətliklərin məzarlarında da seyrəklik idi. Nəyin təbliğatıdırsa... ( 3-5 ilə bu kişilər xain çıxmasa yaxşıdır",0.0,1.0,0.0,0.0,0.0,0.0,1.0
Deymez ,0.0,0.0,1.0,0.0,0.0,0.0,1.0
O tanrıyla onun arasındakı meseledir,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cavan, qoca fərq etməz. İşi ilə doğru-düzgün məşğul olanlar lazımdır, müəllimlər otağında çay, kofe içib, qeybət edənlər yox.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bes 4000 şəhidin balası senin var yoxuna ....,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Sen ne qeder isteyirsenki?),0.0,0.0,0.0,0.0,0.0,0.0,0.0
eləməz Ermənistani şumlayih çıxar rus,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Azərbaycan dövləticammat Azərbaycandan qaçıb canın qurtarıre,0.0,0.0,0.0,0.0,0.0,0.0,1.0
heyif bura video atmaq olmur yoxsa hamiya subut ederdim ki ermenini bura turkler soxub ve indiyə qədər dəstək verir,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Mika eclafda nese paylashdi diyesen eclaflar ateshkesi pozublar,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Yaxşı siz kölə kimi yaşıyın ölənə qədər rusun ya farsın oyuncağı olun,1.0,1.0,0.0,0.0,0.0,0.0,1.0
yənidə ) yehudi ozunden başqa bir milleti sevmir bilen bilir olarin yehudi qaydalarini),1.0,0.0,0.0,0.0,0.0,0.0,1.0
Doşlern əmərəm,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Qaracilarin elinnen canmiz bogazmiza yiglib,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Özünsən ruh hastası ,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bu günkü gün o platforma yayılmasa 10-14 yaş arası qız oglanlarımız pozulmaz nəyə maraq var o tiktoka qoysun da yaş həddini canlı yayımda ana bacı söyülür heç bir xəbərdarlıq gəlmir açıq bazar var orda,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"İrana,efqanistana gondermek lazimdi bunlari",1.0,0.0,0.0,0.0,0.0,0.0,1.0
Vaxtilə ondanda çox yağırdı son illər zibilə döndü,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Kucelerde geziyorlar saqqal santisi 30 kuruş aldanmayin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bu ehmed movzusu bitmedi psixologyam pozulub,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bize ne ? Meni sadece maraxlandiran oz vetenimin oz insanimin gunahsiz yere qetle yetirilib soygirim yasamaxidir bizim muharibemizde bir dene felestinli gormedim nese hardaydilar ?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Deyirəm ki, mənimdə şəhidim var.Mənim şəhidimdə daxil olmaqla sizə kim ixtiyar verib ki, şəhidləri hər şeylə müqayisə edin ?",0.0,1.0,0.0,0.0,0.0,0.0,1.0
of altdan o sallanann dowderin emereme,0.0,1.0,1.0,0.0,1.0,0.0,1.0
 etin tokulsun eleeee,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Xos gorduk necesen neyniyirsen?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Her vaxtin xeyir yaxşı can sen necesen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Düzdü söyüşsüz mübahisesiz neyise müzakire edebilmirikde çox tesüf,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Xaraba qəti temasız qalmır a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iraniski şiə sənsən və əqidəndi mən Azərbaycanlıyam mən nə yazdığımı dediyimi çox gözəl bilirəm,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Ona gore futbol inkisaf elemirde,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Menim qeder dilini,dovletini,milletini sev sonra gelib menim yazdigim şerhe burnunu soxarsan)",0.0,1.0,0.0,0.0,0.0,0.0,1.0
Olkede o qeder rusvetxor polis var ki uje valla mende cox sevmirem polisler qurunun yaninda yaşda yanir meseli,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ordada burdada qazanmasan sene çörək verecekler?,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Dəhşətdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bayaq bir iran trollu var idi Vəliyev.Aradan çıxdı,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Danisma mənlə) kusəm səndən),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Çoxları özləri üçün deyir,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deli ederem sizi öyrənə kimu,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Biz yəni ruslar deyəcəklərki onlar bizim şəhərimizdə terakt etdilər mülkiləri öldürdülər bizdə onların mülkilərini öldürəciyik,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Bu gün 13 yaşli balani torpağa basdirdilar axşama kanset veriler o kanserte geden ve oxuyan onu teşkil eden rusdan beterdi qazağisdanlilar qeder olmadilar,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"Ketcupsuz olmaz ki,,,sanki siqaretin var yandiranin yoxdu bele fason tema olar, ketcupsuz)))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bəlkə oxumağı da bilmir e dirəşmişəm,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ölkə yoxsa hakimiyyət? Cümləni düzgün qursan yaxşı olar:),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Pay atonan,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Anladım sizi başa salıblar amma siz gec başa düşmüsüz. Onsuzda o pulu vermisiz ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kefini pozma,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ld zorduda ama,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Ölümü gözə alıb getmək lzm (,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allah İsraili dağıtsın yandırsin kül etsin İnşallah,1.0,0.0,0.0,1.0,0.0,1.0,1.0
Məndə yaliyim,0.0,0.0,0.0,0.0,1.0,0.0,1.0
İran saytları yazıb bizde yoxdu ele xeber,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uje insan iyrənir dünya dagilsin,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Lazer titan kimdi aq,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"İnşəAllah bu səfər az olar. Könül istərdiki kompensasiya Zəngəzur verilsin, bu ən gözəl sonluq olardı, amma yenədə erməni xisləti buna imkan vermədi",1.0,0.0,0.0,0.0,0.0,0.0,1.0
Gagas copenhageni nə vaxt udun copenhagen o ildən gör nə qədər dəyişib inkişaf edib ona qalsa GS bayer leverkuzenide udub Qarabağ 5-1 uduzdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiminsə maması altımda inliyir,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Hee))) subsidiyalar ayrilir uje)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bele oglan amma qizada oxsuyur,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Salam.Sabahiniz xeyir,0.0,0.0,0.0,0.0,0.0,0.0,0.0
İndi bunada baxarsız yalannan quşu ortaya atıb qələmə verirler,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yaxsiyam ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belii pendir seni konkret lilyadan bota qeder mehv eledi,0.0,1.0,0.0,0.0,0.0,0.0,1.0
İnanmiramm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 beeyem havayi Qutab var?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fener he,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim dü bu?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bah dede evde biwirib qoysalar qabaginiza coxu agzin buzur e illahda kiwi xeylaqlari qiraxdan meslehet vermeye candilar amma,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Eynən ya biz heç vaxt susmuruq,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elə danışma sən) məsləhət görmürəm),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Qhbə balası şəxsidə atmışam bax gör sən deyən qadındırsa burdakılar var-yoxunu sksin əyər yalandısa sənin mımavın gorun burdakılar sksin,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Axı ermənilər razılaşmadı ‍dedi qəbul etmeyecik az Pasinyan,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Baxdım desəm yalan olar...yadimdan belə cixmiw),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Qadına ən çox yaraşan geyimlərdən biridirdə belə razrezli yubka , crop məncə. Kaş mənim nəyimsə olada bu .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sabah Zahid oruc evinde olu tapilacaq,0.0,1.0,0.0,0.0,0.0,0.0,1.0
zafer partisi ümit özdağ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biz dığayla üz bə üz idiy biz burdan söyürdüy onlarda o tərəfdən o qədər yaxın idiy,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"Hamısı bikarçılıqdandı. Amerikada niyə nənələr səhər qaçmağa gedir, yoga edir? Bizimkilər xalat geyib, Elgizə baxır?",0.0,1.0,0.0,0.0,0.0,0.0,1.0
menim vehsim qanimi ic,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Birneferin qabagina iney cixsaydi inaninki inekde gunahkar olacaqdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sen niye oz ustune goturdun adini dedim jale bele duwunur deye  yememisen sogan icin niye goynuyur ?,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Güclü deyil ıran?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diktatorların hamsı eynidi,0.0,0.0,0.0,0.0,0.0,0.0,1.0
